agent_family,origin,session_id,first_timestamp,last_timestamp,total_messages,user_messages,assistant_messages,avg_chars,project_name,thread_title,duration_minutes
claude,data_snapshot:prox-200-maki-20260319,9936c571-dcc1-4205-9bf6-9fc0a138d638,2026-02-07 19:38:06.442000+09:00,2026-02-07 19:50:26.128000+09:00,7,3,4,433.14285714285717,sample02,,12.328100000000001
claude,data_snapshot:prox-200-maki-20260319,999ad03c-9854-47aa-89d4-1c9cb2f1953e,2026-02-02 05:16:33.133000+09:00,2026-02-02 05:38:24.689000+09:00,149,6,143,48.38255033557047,cbot,,21.859266666666667
claude,data_snapshot:prox-200-maki-20260319,99f4fde0-985d-4a17-a6b5-d3b10418aac8,2026-02-12 23:14:26.962000+09:00,2026-02-12 23:47:50.909000+09:00,292,13,279,282.6917808219178,MysticLibrary,,33.399116666666664
claude,data_snapshot:prox-200-maki-20260319,9b4862c5-a8fe-41be-a77f-12bcdd66d789,2026-01-29 14:04:34.292000+09:00,2026-01-29 14:05:01.186000+09:00,12,4,8,56.416666666666664,Cinderella,,0.4482333333333333
claude,data_snapshot:prox-200-maki-20260319,9bb311e7-3b3f-40c9-9303-f15ee11b96e4,2026-02-12 21:45:28.915000+09:00,2026-02-12 21:56:21.792000+09:00,155,8,147,88.91612903225807,MysticLibrary,,10.881283333333332
claude,data_snapshot:prox-200-maki-20260319,9c1fa162-7980-4a02-8455-e32fd924318a,2026-02-07 19:57:19.740000+09:00,2026-02-07 20:02:55.386000+09:00,95,2,93,53.04210526315789,sample02,,5.5941
claude,data_snapshot:prox-200-maki-20260319,9c72e5a2-d144-4341-8e03-72a9ed714814,2026-02-06 22:52:09.932000+09:00,2026-02-07 02:28:36.783000+09:00,219,7,212,19.292237442922374,claude-glm-actions-lab-sandbox,,216.44751666666667
claude,data_snapshot:prox-200-maki-20260319,9cbf4dbc-7296-4c22-b7a5-05058b4d5c2e,2026-02-10 01:07:02.039000+09:00,2026-02-10 01:19:18.850000+09:00,132,50,82,189.70454545454547,nannj,,12.280183333333333
claude,data_snapshot:prox-200-maki-20260319,9d0db8d3-5107-4e95-ad93-b4c85242a7e0,2026-02-07 19:57:36.568000+09:00,2026-02-07 20:01:50.353000+09:00,80,2,78,65.5125,sample02,,4.22975
claude,data_snapshot:prox-200-maki-20260319,9dcc3443-80eb-441c-b6c7-1a7ac39f8e49,2026-02-06 15:28:18.017000+09:00,2026-02-06 15:32:47.688000+09:00,23,9,14,203.43478260869566,cc-Agent-teams-sandbox,,4.494516666666667
claude,data_snapshot:prox-200-maki-20260319,9ef00fa8-3f51-47da-9074-b02932032df8,2026-02-08 14:03:17.604000+09:00,2026-02-08 14:08:33.260000+09:00,34,4,30,198.97058823529412,sample10,,5.260933333333333
claude,data_snapshot:prox-200-maki-20260319,a0869d60-acff-44f5-b5d8-c27ba80ec033,2026-02-08 02:16:19.146000+09:00,2026-02-08 02:26:55.059000+09:00,96,11,85,150.38541666666666,sample07,,10.59855
claude,data_snapshot:prox-200-maki-20260319,a12bd8ed-6ff2-4afe-b9d6-af8b5620c97c,2026-02-06 20:43:30.279000+09:00,2026-02-06 20:44:22.226000+09:00,22,2,20,1223.090909090909,cc-Agent-teams-sandbox,,0.8657833333333333
claude,data_snapshot:prox-200-maki-20260319,a3677a96-fe37-4c0a-a29d-907ced5411dd,2026-02-03 23:29:18.449000+09:00,2026-02-03 23:59:09.663000+09:00,14,5,9,41.142857142857146,cbot,,29.853566666666666
claude,data_snapshot:prox-200-maki-20260319,a36bf277-6afe-4d0e-94da-b0169809c465,2026-02-11 01:45:44.654000+09:00,2026-02-11 01:45:51.042000+09:00,2,1,1,167.0,happy,,0.10646666666666667
claude,data_snapshot:prox-200-maki-20260319,a3efc4be-3f71-4b64-b496-8454a7569175,2026-01-30 05:43:05.706000+09:00,2026-01-30 05:56:01.146000+09:00,177,7,170,31.124293785310734,Cinderella,,12.924000000000001
claude,data_snapshot:prox-200-maki-20260319,a4370d97-9eb7-46d9-b8cd-3824ef07333a,2026-02-16 22:57:44.420000+09:00,2026-02-17 00:14:39.857000+09:00,199,11,188,61.09045226130653,happy,,76.92395
claude,data_snapshot:prox-200-maki-20260319,a4879ba3-093d-4fdb-a958-6dacc0bbae58,2026-02-07 19:37:02.972000+09:00,2026-02-07 19:50:30.191000+09:00,12,3,9,256.0,sample02,,13.453650000000001
claude,data_snapshot:prox-200-maki-20260319,a79586a4-be3d-4bb1-910c-30071ce23b97,2026-02-05 13:54:31.053000+09:00,2026-02-05 13:55:28.335000+09:00,9,1,8,100.88888888888889,Cinderella,,0.9547
claude,data_snapshot:prox-200-maki-20260319,a7a9bb73-4b57-4fa5-9894-471b9c4eb8bf,2026-02-09 22:26:48.475000+09:00,2026-02-09 22:41:29.769000+09:00,292,32,260,188.013698630137,last-train,,14.688233333333333
claude,data_snapshot:prox-200-maki-20260319,a7b70cb3-d238-463d-9d9a-54c66df8d34f,2026-02-05 15:09:45.422000+09:00,2026-02-05 15:09:45.712000+09:00,2,1,1,152.5,SourceSage,,0.004833333333333333
claude,data_snapshot:prox-200-maki-20260319,a9e10614-2f44-4b86-9819-b5aa5c62d9c2,2026-02-06 21:29:26.469000+09:00,2026-02-06 21:40:38.231000+09:00,133,3,130,66.57894736842105,claude-glm-actions-lab-sandbox,,11.196033333333332
claude,data_snapshot:prox-200-maki-20260319,aa040dc4-ea96-4aa6-9c2d-c47baf412966,2026-02-07 02:52:20.577000+09:00,2026-02-07 03:20:47.205000+09:00,134,10,124,162.57462686567163,Tidefront-Fleetline,,28.4438
claude,data_snapshot:prox-200-maki-20260319,aa447dc4-f367-4b0e-b7a6-258d233de54a,2026-02-08 22:37:50.595000+09:00,2026-02-08 22:38:47.726000+09:00,20,1,19,74.3,submarine,,0.9521833333333334
claude,data_snapshot:prox-200-maki-20260319,ab328533-c171-4a47-8a69-66407b8ac6be,2026-02-09 23:29:19.891000+09:00,2026-02-09 23:38:47.755000+09:00,97,25,72,242.7319587628866,sat-cafe,,9.464400000000001
claude,data_snapshot:prox-200-maki-20260319,abf825ca-84af-495d-b8c9-cd829ce509bc,2026-02-06 20:52:50.979000+09:00,2026-02-06 20:59:39.148000+09:00,51,3,48,64.2156862745098,mao-army-dashboard,,6.802816666666667
claude,data_snapshot:prox-200-maki-20260319,ad2c5649-f5e3-4cae-80a2-c7c8e9605f1c,2026-02-04 02:26:34.479000+09:00,2026-02-04 02:28:54.817000+09:00,11,2,9,16.09090909090909,MultimediaOS-MUGEN,,2.3389666666666664
claude,data_snapshot:prox-200-maki-20260319,ad511927-5d92-4447-93ed-d4cae3e72ae9,2026-02-10 01:07:25.367000+09:00,2026-02-10 01:18:13.138000+09:00,76,11,65,202.1315789473684,nannj,,10.796183333333333
claude,data_snapshot:prox-200-maki-20260319,adc773bc-7f97-4671-b0a1-cb4b84698a1f,2026-02-08 18:59:09.462000+09:00,2026-02-08 19:06:55.067000+09:00,124,2,122,60.016129032258064,sample11,,7.760083333333333
claude,data_snapshot:prox-200-maki-20260319,ae03425c-8885-4a71-a847-d04a860a6f7f,2026-02-10 22:44:24.719000+09:00,2026-02-10 22:50:51.585000+09:00,7,3,4,359.85714285714283,nannj,,6.447766666666666
claude,data_snapshot:prox-200-maki-20260319,ae216536-2e3f-4ee5-a9c8-61b61190a8bb,2026-02-11 02:10:09.639000+09:00,2026-02-11 02:10:14.014000+09:00,2,1,1,106.5,happy,,0.07291666666666667
claude,data_snapshot:prox-200-maki-20260319,af38cd59-b256-4aee-b60e-1475ad30a4f1,2026-02-17 17:29:37.288000+09:00,2026-02-17 17:53:24.857000+09:00,137,8,129,177.56934306569343,OpenClaw-Alternatives,,23.792816666666667
claude,data_snapshot:prox-200-maki-20260319,afc36a43-6aa6-453b-a1e7-382d378d40fb,2026-02-02 19:38:05.247000+09:00,2026-02-02 19:41:29.263000+09:00,34,4,30,380.9117647058824,cbot,,3.4002666666666665
claude,data_snapshot:prox-200-maki-20260319,b04b6e21-f0d8-4c98-bd45-3a6a52c09af7,2026-02-04 21:48:32.356000+09:00,2026-02-04 21:50:32.681000+09:00,36,2,34,37.69444444444444,ACE-Step-1.5,,2.0054166666666666
claude,data_snapshot:prox-200-maki-20260319,b0f814cb-6fea-40e2-aff4-d8713b0d7926,2026-02-08 00:39:58.136000+09:00,2026-02-08 01:36:50.698000+09:00,178,15,163,140.0561797752809,sample06,,56.87603333333333
claude,data_snapshot:prox-200-maki-20260319,b1ea4d62-e05a-4f6a-81b6-33f8018617d7,2026-02-06 01:57:13.995000+09:00,2026-02-06 01:58:09.546000+09:00,4,1,3,181.5,ai-werewolf-village-v2,,0.9258500000000001
claude,data_snapshot:prox-200-maki-20260319,b23d63c7-b06f-498b-bad8-d21bc15f5026,2026-02-16 17:54:06.049000+09:00,2026-02-16 18:04:56.209000+09:00,54,7,47,8410.592592592593,zero-cc,,10.836
claude,data_snapshot:prox-200-maki-20260319,b2c6ce27-cde0-4167-a6c5-dd1766661596,2026-02-05 22:56:49.388000+09:00,2026-02-05 22:58:44.842000+09:00,23,4,19,464.82608695652175,objective-function,,1.9242333333333332
claude,data_snapshot:prox-200-maki-20260319,b333c294-565e-4bdd-b08f-41d7d04f0390,2026-02-03 08:35:19.905000+09:00,2026-02-03 08:50:38.734000+09:00,58,7,51,123.91379310344827,cbot,,15.313816666666666
claude,data_snapshot:prox-200-maki-20260319,b49847ab-ad17-45a3-9368-db123593fd7f,2026-02-08 19:55:52.857000+09:00,2026-02-08 22:22:54.001000+09:00,107,12,95,129.4018691588785,submarine,,147.01906666666667
claude,data_snapshot:prox-200-maki-20260319,b4bdd71e-06d4-45f0-be9b-cecc8bbb4211,2026-02-06 18:48:28.371000+09:00,2026-02-06 19:15:38.443000+09:00,101,5,96,91.78217821782178,cc-Agent-teams-sandbox,,27.167866666666665
claude,data_snapshot:prox-200-maki-20260319,b501be88-8515-4faf-a868-5a38ed98ca70,2026-02-01 07:55:34.456000+09:00,2026-02-01 07:56:59.737000+09:00,10,5,5,49.9,cbot,,1.4213500000000001
claude,data_snapshot:prox-200-maki-20260319,b5256fb6-84b3-4b47-85a2-0279ada06b9d,2026-02-09 21:59:27.194000+09:00,2026-02-09 22:06:19.496000+09:00,36,3,33,133.94444444444446,momu,,6.871700000000001
claude,data_snapshot:prox-200-maki-20260319,b6ac4c5b-40dc-47b7-80d6-af5ecd084abd,2026-02-17 17:31:10.400000+09:00,2026-02-17 17:47:02.794000+09:00,31,3,28,72.48387096774194,OpenClaw-Alternatives,,15.873233333333333
claude,data_snapshot:prox-200-maki-20260319,b70325c4-2b2c-4ea1-9928-5fe70f7ace0a,2026-02-06 01:27:17.955000+09:00,2026-02-06 01:27:47.800000+09:00,9,1,8,135.33333333333334,SourceSage,,0.4974166666666667
claude,data_snapshot:prox-200-maki-20260319,b7553d48-5f43-44a7-8dc1-00536afaec2c,2026-02-12 23:14:49.829000+09:00,2026-02-12 23:18:05.906000+09:00,51,2,49,40.490196078431374,MysticLibrary,,3.26795
claude,data_snapshot:prox-200-maki-20260319,b7eee7e4-a9f4-4d3f-9189-cf7209a53c00,2026-02-10 22:44:28.396000+09:00,2026-02-10 22:50:52.586000+09:00,12,3,9,344.8333333333333,nannj,,6.4031666666666665
claude,data_snapshot:prox-200-maki-20260319,b815450e-0280-40e2-85ed-2b410c8bb500,2026-02-03 05:22:22.599000+09:00,2026-02-03 05:29:43.692000+09:00,30,6,24,36.2,cbot,,7.3515500000000005
claude,data_snapshot:prox-200-maki-20260319,b83586f1-998b-436c-8955-c55bc8f02885,2026-02-09 23:22:01.071000+09:00,2026-02-09 23:23:08.591000+09:00,16,4,12,209.9375,sat-cafe,,1.1253333333333333
claude,data_snapshot:prox-200-maki-20260319,b86ad6aa-2d30-43d1-8831-d81fba10f2dc,2026-02-09 00:18:40.347000+09:00,2026-02-09 02:41:15.171000+09:00,274,28,246,141.86131386861314,ctf-team,,142.5804
claude,data_snapshot:prox-200-maki-20260319,b96129d2-0cfc-42ca-a938-7bff8c9b707d,2026-02-04 01:30:02.680000+09:00,2026-02-04 01:51:02.500000+09:00,66,10,56,63.92424242424242,cbot,,20.997
claude,data_snapshot:prox-200-maki-20260319,b9cab844-2dc6-4771-9790-355313972336,2026-02-08 14:00:14.580000+09:00,2026-02-08 14:02:59.373000+09:00,25,2,23,161.16,sample09,,2.74655
claude,data_snapshot:prox-200-maki-20260319,b9e85511-263f-49ed-82ea-47bad6a8cd21,2026-02-02 10:49:28.797000+09:00,2026-02-02 10:51:30.042000+09:00,49,2,47,189.91836734693877,cbot,,2.02075
claude,data_snapshot:prox-200-maki-20260319,bac9e2e0-1101-4051-a680-5351d2fc37d5,2026-02-09 22:53:51.122000+09:00,2026-02-09 23:04:19.594000+09:00,55,5,50,1704.6,objective-function,,10.474533333333333
claude,data_snapshot:prox-200-maki-20260319,bdd780ad-c479-4564-8077-9a28cfc01c1c,2026-02-13 00:04:11.753000+09:00,2026-02-13 00:04:21.130000+09:00,3,1,2,28.666666666666668,maki,,0.15628333333333336
claude,data_snapshot:prox-200-maki-20260319,bdf2459e-fe34-4ee5-97b8-cfc5749e70f9,2026-02-12 21:35:25.531000+09:00,2026-02-12 21:44:49.667000+09:00,119,3,116,33.03361344537815,SourceSage,,9.402266666666666
claude,data_snapshot:prox-200-maki-20260319,beda56d4-0df6-4e71-a2eb-cbc1564682db,2026-02-09 23:29:34.924000+09:00,2026-02-09 23:37:02.917000+09:00,38,19,19,518.6578947368421,sat-cafe,,7.46655
claude,data_snapshot:prox-200-maki-20260319,c0f8970d-ad80-49f3-9af9-d6ac4e4a8557,2026-02-10 22:44:23.516000+09:00,2026-02-10 22:50:54.200000+09:00,7,3,4,261.85714285714283,nannj,,6.5114
claude,data_snapshot:prox-200-maki-20260319,c14347f8-a75d-475f-832e-bcfab5148701,2026-02-06 23:02:33.303000+09:00,2026-02-06 23:14:12.608000+09:00,85,20,65,651.6705882352941,mao-army-dashboard,,11.655083333333332
claude,data_snapshot:prox-200-maki-20260319,c1812a3b-e869-4999-8797-d68706f5838b,2026-02-08 00:40:37.869000+09:00,2026-02-08 01:22:59.206000+09:00,256,7,249,39.19140625,sample06,,42.35561666666667
claude,data_snapshot:prox-200-maki-20260319,c1b0e8f8-086a-467f-a46c-5227390b8040,2026-02-08 00:40:38.659000+09:00,2026-02-08 01:24:41.768000+09:00,152,4,148,54.80263157894737,sample06,,44.05181666666667
claude,data_snapshot:prox-200-maki-20260319,c2307ad4-cd2b-494d-a912-dcf701b7f666,2026-02-01 07:59:47.492000+09:00,2026-02-01 08:02:30.036000+09:00,44,7,37,223.47727272727272,cbot,,2.7090666666666667
claude,data_snapshot:prox-200-maki-20260319,c29ef46f-5d8c-4656-88dc-b3833364d71b,2026-02-08 02:16:22.812000+09:00,2026-02-08 02:27:09.844000+09:00,93,5,88,168.48387096774192,sample07,,10.783866666666666
claude,data_snapshot:prox-200-maki-20260319,c36a51fe-fa50-44e7-8a17-fb9a228e594e,2026-02-04 01:31:16.673000+09:00,2026-02-04 01:31:20.245000+09:00,3,3,0,2831.3333333333335,cbot,,0.059533333333333334
claude,data_snapshot:prox-200-maki-20260319,c466c441-7fc3-40cf-9554-cb7ebbf97d23,2026-02-12 21:51:07.392000+09:00,2026-02-12 21:52:27.442000+09:00,30,5,25,29.966666666666665,SourceSage,,1.3341666666666667
claude,data_snapshot:prox-200-maki-20260319,c4ce1da5-5400-4730-8428-fd1f367bab86,2026-02-21 22:09:08.263000+09:00,2026-02-21 22:10:06.990000+09:00,18,4,14,36.72222222222222,ai-agent-desktop-ubuntu,,0.9787833333333332
claude,data_snapshot:prox-200-maki-20260319,c4e14991-e779-4de4-87e6-e12180274cb2,2026-02-05 23:45:56.505000+09:00,2026-02-05 23:47:39.258000+09:00,17,4,13,1063.1764705882354,MultimediaOS-MUGEN,,1.71255
claude,data_snapshot:prox-200-maki-20260319,c7224304-3a9f-4506-b81c-0ce4753aa6a6,2026-01-29 11:31:36.290000+09:00,2026-01-29 11:44:23.300000+09:00,90,8,82,51.9,Cinderella,,12.7835
claude,data_snapshot:prox-200-maki-20260319,c80c389c-3b52-454d-8cc2-78614e328f5a,2026-02-06 20:46:19.162000+09:00,2026-02-06 21:50:33.689000+09:00,41,2,39,662.9268292682926,cc-Agent-teams-sandbox,,64.24211666666666
claude,data_snapshot:prox-200-maki-20260319,c81f84d8-5e83-4906-a379-c97b65c3f208,2026-02-07 21:37:09.242000+09:00,2026-02-07 21:38:07.673000+09:00,22,3,19,311.90909090909093,remotion-example,,0.97385
claude,data_snapshot:prox-200-maki-20260319,c8364bc5-f772-47ea-ad9d-930102bd854d,2026-02-01 07:11:31.940000+09:00,2026-02-01 09:30:04.239000+09:00,167,12,155,133.04790419161677,cbot,,138.53831666666667
claude,data_snapshot:prox-200-maki-20260319,c8b0e54c-b62a-4596-bfc3-21b610955a7a,2026-02-07 21:41:35.398000+09:00,2026-02-07 21:59:42.366000+09:00,100,10,90,202.15,remotion-example,,18.116133333333334
claude,data_snapshot:prox-200-maki-20260319,c8e2c988-76a8-4fe9-9b7b-eaf336be799b,2026-02-08 19:55:58.263000+09:00,2026-02-08 22:26:43.228000+09:00,206,13,193,81.45631067961165,submarine,,150.74941666666666
claude,data_snapshot:prox-200-maki-20260319,c9796123-d73d-4290-b484-d81ebac9c33d,2026-01-29 20:35:06.642000+09:00,2026-01-29 20:45:24.082000+09:00,52,6,46,201.25,Cinderella,,10.290666666666668
claude,data_snapshot:prox-200-maki-20260319,cab80c72-e552-4a84-a733-b84cf647bc64,2026-02-21 21:16:49.057000+09:00,2026-02-21 22:06:51.757000+09:00,105,10,95,43.333333333333336,ai-agent-desktop-ubuntu,,50.044999999999995
claude,data_snapshot:prox-200-maki-20260319,cae7924c-e601-4d93-8847-c0d50f16bb40,2026-02-06 21:23:52.891000+09:00,2026-02-06 21:28:22.794000+09:00,37,7,30,861.3513513513514,claude-glm-actions-lab-sandbox,,4.498383333333334
claude,data_snapshot:prox-200-maki-20260319,caf90230-f626-4452-bac4-6abb9fd0a6b1,2026-02-07 19:54:01.866000+09:00,2026-02-07 19:54:36.297000+09:00,13,6,7,960.4615384615385,sample02,,0.57385
claude,data_snapshot:prox-200-maki-20260319,cafd23d9-ff74-48f8-aaa2-21e0a83153f6,2026-02-03 19:53:49.594000+09:00,2026-02-03 19:57:36.951000+09:00,57,5,52,173.75438596491227,cbot,,3.789283333333333
claude,data_snapshot:prox-200-maki-20260319,cb0c7134-bd10-4d59-b2dd-da5b23deab89,2026-02-07 22:22:36.522000+09:00,2026-02-07 22:37:33.539000+09:00,71,9,62,224.08450704225353,sample04,,14.950283333333335
claude,data_snapshot:prox-200-maki-20260319,cb39abaa-017a-4d55-be8a-76859fdd58ff,2026-02-06 00:45:08.171000+09:00,2026-02-06 00:45:26.513000+09:00,2,1,1,55.0,Cinderella,,0.30569999999999997
claude,data_snapshot:prox-200-maki-20260319,cb77fe7d-0a8a-4342-981e-066b3fed3942,2026-02-04 01:33:52.965000+09:00,2026-02-04 01:59:36.964000+09:00,154,10,144,22.266233766233768,config,,25.733316666666667
claude,data_snapshot:prox-200-maki-20260319,cb90b039-0300-44a0-8af8-5e8787edc133,2026-02-05 22:54:34.972000+09:00,2026-02-05 22:58:38.656000+09:00,59,2,57,33.932203389830505,Cinderella,,4.0614
claude,data_snapshot:prox-200-maki-20260319,cd12fca5-f20d-4023-817d-106430ebb712,2026-02-25 20:07:14.224000+09:00,2026-02-25 20:07:14.232000+09:00,3,3,0,132.66666666666666,ai-agent-desktop-ubuntu,,0.00013333333333333334
claude,data_snapshot:prox-200-maki-20260319,cde84180-c60b-4307-b0fc-7eab46c9bf00,2026-02-07 19:54:41.210000+09:00,2026-02-07 19:55:37.176000+09:00,20,6,14,613.2,sample02,,0.9327666666666666
claude,data_snapshot:prox-200-maki-20260319,cf2854ec-8895-40eb-864a-95a20faea472,2026-02-10 23:13:20.189000+09:00,2026-02-10 23:22:51.964000+09:00,19,7,12,332.2631578947368,nannj,,9.529583333333333
claude,data_snapshot:prox-200-maki-20260319,d0031125-91bc-4eee-9f36-31b96507779c,2026-02-07 23:18:12.212000+09:00,2026-02-07 23:38:49.866000+09:00,36,3,33,109.05555555555556,sample05,,20.627566666666667
claude,data_snapshot:prox-200-maki-20260319,d0ca449a-62e0-491b-9be3-3517fa42b51b,2026-02-10 22:44:26.913000+09:00,2026-02-10 22:50:59.049000+09:00,8,4,4,865.375,nannj,,6.5356000000000005
claude,data_snapshot:prox-200-maki-20260319,d1370ad5-90e6-4445-ace7-8242706e05fe,2026-02-08 18:59:16.007000+09:00,2026-02-08 19:30:26.767000+09:00,241,3,238,42.07053941908714,sample11,,31.179333333333332
claude,data_snapshot:prox-200-maki-20260319,d151de17-858b-4b40-a140-92fbc87704ab,2026-02-09 22:51:39.895000+09:00,2026-02-09 22:52:00.299000+09:00,5,2,3,203.0,sat-cafe,,0.3400666666666667
claude,data_snapshot:prox-200-maki-20260319,d22892c1-9090-4c80-a9cb-9f140a57750f,2026-02-06 20:52:44.902000+09:00,2026-02-06 20:59:41.455000+09:00,17,3,14,94.82352941176471,mao-army-dashboard,,6.94255
claude,data_snapshot:prox-200-maki-20260319,d2db2848-fc50-4f04-b4b9-336b4339ad3e,2026-02-08 02:16:14.572000+09:00,2026-02-08 02:26:58.908000+09:00,82,9,73,177.3170731707317,sample07,,10.738933333333334
claude,data_snapshot:prox-200-maki-20260319,d52dae5c-ea0d-4afe-9ed3-8e13bfe80af5,2026-02-02 09:50:27.048000+09:00,2026-02-02 09:58:06.746000+09:00,13,6,7,49.07692307692308,cbot,,7.661633333333333
claude,data_snapshot:prox-200-maki-20260319,d548c61b-4d23-42af-8140-d10ab28f85e2,2026-01-29 10:06:59.227000+09:00,2026-01-29 10:20:55.377000+09:00,47,6,41,124.12765957446808,Cinderella,,13.935833333333333
claude,data_snapshot:prox-200-maki-20260319,d58da672-cdb1-41c7-b3b7-0149d26d6627,2026-02-11 02:11:25.809000+09:00,2026-02-11 02:11:33.976000+09:00,5,1,4,142.2,happy,,0.13611666666666666
claude,data_snapshot:prox-200-maki-20260319,d591d6ff-bc3f-4eef-8c42-ce7820f40cf9,2026-02-07 23:18:10.662000+09:00,2026-02-07 23:38:00.536000+09:00,44,3,41,120.47727272727273,sample05,,19.831233333333333
claude,data_snapshot:prox-200-maki-20260319,d6bfebe8-5647-4f16-9060-e5cb7068e972,2026-01-29 09:06:14.218000+09:00,2026-01-29 09:41:29.432000+09:00,105,13,92,38.457142857142856,Cinderella,,35.253566666666664
claude,data_snapshot:prox-200-maki-20260319,d6c373b1-521a-4404-9ffc-32109843ccf5,2026-02-05 15:10:34.244000+09:00,2026-02-05 15:10:40.111000+09:00,3,1,2,60.333333333333336,SourceSage,,0.09778333333333333
claude,data_snapshot:prox-200-maki-20260319,d72e9f3d-a08c-4395-a7e8-2017f218ffea,2026-02-06 21:27:48.639000+09:00,2026-02-06 21:29:33.661000+09:00,19,3,16,125.84210526315789,mao-army-dashboard,,1.7503666666666668
claude,data_snapshot:prox-200-maki-20260319,d73cafbb-5550-4b87-b422-c88391e68d38,2026-02-07 22:22:53.160000+09:00,2026-02-07 22:37:39.967000+09:00,181,7,174,70.13259668508287,sample04,,14.780116666666666
claude,data_snapshot:prox-200-maki-20260319,d7a79f33-e0a4-4256-a38b-3a25c2d16dc3,2026-02-02 19:49:19.161000+09:00,2026-02-02 20:21:26.810000+09:00,137,11,126,89.37226277372262,cbot,,32.12748333333333
claude,data_snapshot:prox-200-maki-20260319,d8421434-b0a7-4cd9-a7b3-8d35e4a53bff,2026-02-01 07:47:08.974000+09:00,2026-02-01 07:48:27.383000+09:00,15,5,10,33.93333333333333,cbot,,1.3068166666666667
claude,data_snapshot:prox-200-maki-20260319,d93f40fd-ea2e-4894-a776-bfe21a0beb18,2026-02-21 19:44:04.839000+09:00,2026-02-21 20:54:38.858000+09:00,57,6,51,44.80701754385965,ai-agent-desktop-ubuntu,,70.56698333333334
claude,data_snapshot:prox-200-maki-20260319,d94aeff3-2207-448e-8c60-03e131d15e34,2026-02-10 22:47:04.438000+09:00,2026-02-10 22:50:54.739000+09:00,7,2,5,90.28571428571429,nannj,,3.8383499999999997
claude,data_snapshot:prox-200-maki-20260319,daf5caa7-b765-4a35-908e-3f326c1e8317,2026-02-08 03:16:05.652000+09:00,2026-02-08 03:24:51.071000+09:00,108,1,107,196.27777777777777,sample08,,8.756983333333332
claude,data_snapshot:prox-200-maki-20260319,db66e6d2-7820-42da-839f-5c0ac418d299,2026-02-05 23:56:29.545000+09:00,2026-02-06 00:02:08.960000+09:00,44,5,39,5837.681818181818,Cinderella,,5.656916666666667
claude,data_snapshot:prox-200-maki-20260319,dc142c16-5ca6-442a-abe9-4a05dde492fb,2026-02-07 21:41:34.689000+09:00,2026-02-07 21:56:01.026000+09:00,62,8,54,210.74193548387098,remotion-example,,14.43895
claude,data_snapshot:prox-200-maki-20260319,dd168151-223f-4a1a-929f-9708cde989fd,2026-02-08 05:19:22.811000+09:00,2026-02-08 05:39:39.636000+09:00,201,2,199,54.830845771144276,sample09,,20.280416666666667
claude,data_snapshot:prox-200-maki-20260319,dd396af6-addd-4b21-839e-23c3c0f2fc48,2026-01-30 09:40:32.480000+09:00,2026-01-30 10:18:26.416000+09:00,200,12,188,62.0,Cinderella,,37.89893333333334
claude,data_snapshot:prox-200-maki-20260319,dd618724-2bfb-44b5-bf53-c83e53245285,2026-02-08 14:00:18.331000+09:00,2026-02-08 14:02:10.984000+09:00,43,2,41,97.32558139534883,sample09,,1.87755
claude,data_snapshot:prox-200-maki-20260319,de13430f-7755-4030-81bc-9708d221f9e7,2026-03-01 02:55:10.808000+09:00,2026-03-01 03:02:46.519000+09:00,49,2,47,28.408163265306122,ai-agent-desktop-ubuntu,,7.595183333333334
claude,data_snapshot:prox-200-maki-20260319,de21281b-10e1-4df4-bf20-09021f83a4a6,2026-02-07 16:22:41.878000+09:00,2026-02-07 16:31:12.622000+09:00,142,4,138,107.95774647887323,sample01,,8.512400000000001
claude,data_snapshot:prox-200-maki-20260319,dfc4471b-ec17-4a3a-9c60-cef4b162a458,2026-02-06 05:38:41.150000+09:00,2026-02-06 05:40:31.935000+09:00,39,1,38,85.38461538461539,claude-glm-actions-lab-sandbox,,1.8464166666666666
claude,data_snapshot:prox-200-maki-20260319,e11b2544-80cf-4c18-aa68-9dd9decafbc7,2026-01-30 07:42:50.917000+09:00,2026-01-30 08:35:45.446000+09:00,243,17,226,950.8271604938271,Cinderella,,52.90881666666667
claude,data_snapshot:prox-200-maki-20260319,e1fb2645-cab1-4b03-8b65-15cc18d6d7b6,2026-02-09 23:22:04.434000+09:00,2026-02-09 23:23:22.397000+09:00,10,4,6,486.7,sat-cafe,,1.2993833333333333
claude,data_snapshot:prox-200-maki-20260319,e30943fa-95dc-445d-9be7-f941a9ea64d7,2026-02-06 16:11:35.110000+09:00,2026-02-06 16:12:28.281000+09:00,6,3,3,214.83333333333334,cc-Agent-teams-sandbox,,0.8861833333333333
claude,data_snapshot:prox-200-maki-20260319,e375dcf5-beeb-499f-9bff-865b4e4f910d,2026-02-05 23:00:06.145000+09:00,2026-02-05 23:04:03.323000+09:00,25,5,20,176.4,Cinderella,,3.9529666666666667
claude,data_snapshot:prox-200-maki-20260319,e3e6b5b3-bd62-4f09-a2c9-fe87827bfb62,2026-02-02 11:15:51.001000+09:00,2026-02-02 11:17:59.362000+09:00,34,5,29,178.88235294117646,cbot,,2.13935
claude,data_snapshot:prox-200-maki-20260319,e406f8be-505f-4ef7-b037-010bc4e14baf,2026-02-02 20:36:05.086000+09:00,2026-02-03 02:13:22.178000+09:00,168,16,152,209.61904761904762,cbot,,337.2848666666667
